
Plan name:,FIDELITY RET SAVINGS
Date Range,07/01/2016 - 09/30/2016,,,,


Date,Investment,Transaction Type,Amount,Shares/Unit
09/30/2016,FIMM MMKT INST,Dividends and Interest,"48.80","48.800"
09/28/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.154"
09/28/2016,FID CHINA REGION,CONTRIBUTION,"436.18","16.454"
09/14/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.230"
09/14/2016,FID CHINA REGION,CONTRIBUTION,"436.18","16.874"
08/31/2016,FIMM MMKT INST,Dividends and Interest,"48.82","48.820"
08/31/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.222"
08/31/2016,FID CHINA REGION,CONTRIBUTION,"436.18","17.084"
08/17/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.228"
08/17/2016,FID CHINA REGION,CONTRIBUTION,"436.18","16.840"
08/03/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.292"
08/03/2016,FID CHINA REGION,CONTRIBUTION,"436.18","17.680"
07/29/2016,FIMM MMKT INST,Dividends and Interest,"44.65","44.650"
07/20/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.340"
07/20/2016,FID CHINA REGION,CONTRIBUTION,"436.18","17.760"
07/06/2016,FID SEL TECHNOLOGY,CONTRIBUTION,"290.80","2.508"
07/06/2016,FID CHINA REGION,CONTRIBUTION,"436.18","18.632"
