Date,Open,High,Low,Close,Adj Close,Volume
2018-08-06,33.950001,33.950001,33.950001,33.950001,33.677872,0
2018-08-07,34.349998,34.349998,34.349998,34.349998,34.074661,0
2018-08-08,34.369999,34.369999,34.369999,34.369999,34.094501,0
2018-08-09,34.660000,34.660000,34.660000,34.660000,34.382179,0
2018-08-10,34.450001,34.450001,34.450001,34.450001,34.173862,0
2018-08-13,33.900002,33.900002,33.900002,33.900002,33.628273,0
2018-08-14,33.450001,33.450001,33.450001,33.450001,33.181877,0
2018-08-15,32.400002,32.400002,32.400002,32.400002,32.140293,0
2018-08-16,32.500000,32.500000,32.500000,32.500000,32.239491,0
2018-08-17,32.630001,32.630001,32.630001,32.630001,32.368450,0
2018-08-20,32.939999,32.939999,32.939999,32.939999,32.675964,0
2018-08-21,33.369999,33.369999,33.369999,33.369999,33.102516,0
2018-08-22,33.610001,33.610001,33.610001,33.610001,33.340595,0
2018-08-23,33.169998,33.169998,33.169998,33.169998,32.904121,0
2018-08-24,33.270000,33.270000,33.270000,33.270000,33.003319,0
2018-08-27,33.990002,33.990002,33.990002,33.990002,33.717552,0
2018-08-28,33.959999,33.959999,33.959999,33.959999,33.687790,0
2018-08-29,34.099998,34.099998,34.099998,34.099998,33.826664,0
2018-08-30,33.430000,33.430000,33.430000,33.430000,33.162037,0
2018-08-31,33.360001,33.360001,33.360001,33.360001,33.092598,0
2018-09-04,33.110001,33.110001,33.110001,33.110001,32.844604,0
2018-09-05,32.430000,32.430000,32.430000,32.430000,32.170052,0
2018-09-06,32.189999,32.189999,32.189999,32.189999,31.931976,0
2018-09-07,32.180000,32.180000,32.180000,32.180000,31.922058,0
2018-09-10,31.559999,31.559999,31.559999,31.559999,31.307026,0
2018-09-11,31.610001,31.610001,31.610001,31.610001,31.356627,0
2018-09-12,31.549999,31.549999,31.549999,31.549999,31.297106,0
2018-09-13,32.410000,32.410000,32.410000,32.410000,32.150211,0
2018-09-14,32.500000,32.500000,32.500000,32.500000,32.239491,0
2018-09-17,32.099998,32.099998,32.099998,32.099998,31.842697,0
2018-09-18,32.259998,32.259998,32.259998,32.259998,32.001415,0
2018-09-19,32.810001,32.810001,32.810001,32.810001,32.547009,0
2018-09-20,33.040001,33.040001,33.040001,33.040001,32.775166,0
2018-09-21,33.490002,33.490002,33.490002,33.490002,33.221558,0
2018-09-24,33.119999,33.119999,33.119999,33.119999,32.854523,0
2018-09-25,33.200001,33.200001,33.200001,33.200001,32.933880,0
2018-09-26,33.400002,33.400002,33.400002,33.400002,33.132278,0
2018-09-27,33.419998,33.419998,33.419998,33.419998,33.152115,0
2018-09-28,33.480000,33.480000,33.480000,33.480000,33.211636,0
2018-10-01,33.520000,33.520000,33.520000,33.520000,33.251316,0
2018-10-02,32.869999,32.869999,32.869999,32.869999,32.606525,0
2018-10-03,32.709999,32.709999,32.709999,32.709999,32.447807,0
2018-10-04,31.920000,31.920000,31.920000,31.920000,31.664141,0
2018-10-05,31.700001,31.700001,31.700001,31.700001,31.445906,0
2018-10-08,31.240000,31.240000,31.240000,31.240000,30.989592,0
2018-10-09,30.980000,30.980000,30.980000,30.980000,30.731676,0
2018-10-10,30.059999,30.059999,30.059999,30.059999,29.819050,0
2018-10-11,29.580000,29.580000,29.580000,29.580000,29.342897,0
2018-10-12,30.450001,30.450001,30.450001,30.450001,30.205925,0
2018-10-15,30.049999,30.049999,30.049999,30.049999,29.809130,0
2018-10-16,30.540001,30.540001,30.540001,30.540001,30.295204,0
2018-10-17,30.250000,30.250000,30.250000,30.250000,30.007526,0
2018-10-18,29.469999,29.469999,29.469999,29.469999,29.233778,0
2018-10-19,29.830000,29.830000,29.830000,29.830000,29.590893,0
2018-10-22,30.580000,30.580000,30.580000,30.580000,30.334883,0
2018-10-23,29.950001,29.950001,29.950001,29.950001,29.709932,0
2018-10-24,28.860001,28.860001,28.860001,28.860001,28.628670,0
2018-10-25,29.350000,29.350000,29.350000,29.350000,29.114742,0
2018-10-26,28.760000,28.760000,28.760000,28.760000,28.529470,0
2018-10-29,28.180000,28.180000,28.180000,28.180000,27.954121,0
2018-10-30,28.490000,28.490000,28.490000,28.490000,28.261635,0
2018-10-31,29.110001,29.110001,29.110001,29.110001,28.876665,0
2018-11-01,30.190001,30.190001,30.190001,30.190001,29.948009,0
2018-11-02,30.639999,30.639999,30.639999,30.639999,30.394400,0
2018-11-05,30.459999,30.459999,30.459999,30.459999,30.215843,0
2018-11-06,30.440001,30.440001,30.440001,30.440001,30.196005,0
2018-11-07,31.049999,31.049999,31.049999,31.049999,30.801113,0
2018-11-08,30.440001,30.440001,30.440001,30.440001,30.196005,0
2018-11-09,29.740000,29.740000,29.740000,29.740000,29.501616,0
2018-11-12,29.340000,29.340000,29.340000,29.340000,29.104822,0
2018-11-13,29.969999,29.969999,29.969999,29.969999,29.729771,0
2018-11-14,30.049999,30.049999,30.049999,30.049999,29.809130,0
2018-11-15,30.540001,30.540001,30.540001,30.540001,30.295204,0
2018-11-16,30.389999,30.389999,30.389999,30.389999,30.146404,0
2018-11-19,30.030001,30.030001,30.030001,30.030001,29.789291,0
2018-11-20,29.490000,29.490000,29.490000,29.490000,29.253618,0
2018-11-21,30.100000,30.100000,30.100000,30.100000,29.858730,0
2018-11-23,29.860001,29.860001,29.860001,29.860001,29.620653,0
2018-11-26,30.520000,30.520000,30.520000,30.520000,30.275364,0
2018-11-27,30.490000,30.490000,30.490000,30.490000,30.245604,0
2018-11-28,31.270000,31.270000,31.270000,31.270000,31.019352,0
2018-11-29,30.820000,30.820000,30.820000,30.820000,30.572958,0
2018-11-30,31.090000,31.090000,31.090000,31.090000,30.840794,0
