Date,Investment,Type,Amount,Shares
12/14/2005,FID VALUE,CONTRIBUTION,"271.00","3.544"
12/14/2005,FID SEL WIRELESS,CONTRIBUTION,"271.00","38.936"
12/14/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"271.00","4.912"
12/14/2005,FID SEL CONS STAPLES,CONTRIBUTION,"271.00","5.272"
12/14/2005,FID DIVERSIFD INTL,CONTRIBUTION,"271.00","8.404"
12/09/2005,FID SEL MEDICAL DEL,Dividends and Interest,"25.13","0.456"
12/09/2005,FID SEL CONS STAPLES,Dividends and Interest,"67.38","1.326"
12/09/2005,FID DIVERSIFD INTL,Dividends and Interest,"42.48","1.335"
12/07/2005,FID VALUE,CONTRIBUTION,"160.34","2.126"
12/07/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","23.204"
12/07/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","2.900"
12/07/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.006"
12/07/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.914"
12/02/2005,FID VALUE,Dividends and Interest,"82.31","1.087"
11/09/2005,FID VALUE,CONTRIBUTION,"160.34","2.078"
11/09/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","23.860"
11/09/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.068"
11/09/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.068"
11/09/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.142"
10/12/2005,FID VALUE,CONTRIBUTION,"160.34","2.164"
10/12/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","25.172"
10/12/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.122"
10/12/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.142"
10/12/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.164"
09/07/2005,FID VALUE,CONTRIBUTION,"160.34","2.036"
09/07/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","23.790"
09/07/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.034"
09/07/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.030"
09/07/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.074"
08/10/2005,FID VALUE,CONTRIBUTION,"160.34","2.064"
08/10/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","24.294"
08/10/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.122"
08/10/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.048"
08/10/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.198"
07/06/2005,FID VALUE,CONTRIBUTION,"160.34","2.136"
07/06/2005,FID SEL WIRELESS,CONTRIBUTION,"160.34","25.778"
07/06/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.170"
07/06/2005,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.206"
07/06/2005,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","5.570"
06/22/2005,FID VALUE,CONTRIBUTION,"158.33","2.102"
06/22/2005,FID VALUE,Change in Market Value,"6.84","0.000"
06/22/2005,FID SEL WIRELESS,CONTRIBUTION,"158.33","25.212"
06/22/2005,FID SEL WIRELESS,Change in Market Value,"10.87","0.000"
06/22/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"158.33","3.162"
06/22/2005,FID SEL MEDICAL DEL,Change in Market Value,"7.04","0.000"
06/22/2005,FID SEL CONS STAPLES,CONTRIBUTION,"158.34","3.061"
06/22/2005,FID SEL CONS STAPLES,Change in Market Value,"3.14","0.000"
06/22/2005,FID DIVERSIFD INTL,CONTRIBUTION,"158.33","5.439"
06/22/2005,FID DIVERSIFD INTL,Change in Market Value,"3.51","0.000"
06/08/2005,FID VALUE,CONTRIBUTION,"79.17","1.080"
06/08/2005,FID SEL WIRELESS,CONTRIBUTION,"79.17","13.108"
06/08/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"79.16","1.634"
06/08/2005,FID SEL CONS STAPLES,CONTRIBUTION,"79.17","1.551"
06/08/2005,FID DIVERSIFD INTL,CONTRIBUTION,"79.16","2.759"
05/11/2005,FID VALUE,CONTRIBUTION,"79.17","1.117"
05/11/2005,FID SEL WIRELESS,CONTRIBUTION,"79.17","13.963"
05/11/2005,FID SEL MEDICAL DEL,CONTRIBUTION,"79.16","1.675"
05/11/2005,FID SEL CONS STAPLES,CONTRIBUTION,"79.17","1.572"
05/11/2005,FID DIVERSIFD INTL,CONTRIBUTION,"79.16","2.803"
12/13/2006,FID VALUE,CONTRIBUTION,"417.50","5.182"
12/13/2006,FID SEL WIRELESS,CONTRIBUTION,"417.50","59.900"
12/13/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"417.50","8.824"
12/13/2006,FID SEL CONS STAPLES,CONTRIBUTION,"417.50","7.336"
12/13/2006,FID DIVERSIFD INTL,CONTRIBUTION,"417.50","11.388"
12/08/2006,FID SEL MEDICAL DEL,Dividends and Interest,"346.69","7.292"
12/08/2006,FID SEL CONS STAPLES,Dividends and Interest,"295.99","5.223"
12/08/2006,FID DIVERSIFD INTL,Dividends and Interest,"448.29","12.329"
12/06/2006,FID VALUE,CONTRIBUTION,"163.54","2.024"
12/06/2006,FID SEL WIRELESS,CONTRIBUTION,"163.54","23.362"
12/06/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.220"
12/06/2006,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.746"
12/06/2006,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.172"
12/01/2006,FID VALUE,Dividends and Interest,"435.72","5.472"
11/08/2006,FID VALUE,CONTRIBUTION,"163.54","1.924"
11/08/2006,FID SEL WIRELESS,CONTRIBUTION,"163.54","24.014"
11/08/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.302"
11/08/2006,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.810"
11/08/2006,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.300"
10/11/2006,FID VALUE,CONTRIBUTION,"163.54","1.990"
10/11/2006,FID SEL WIRELESS,CONTRIBUTION,"163.54","24.300"
10/11/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.226"
10/11/2006,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.872"
10/11/2006,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.496"
09/06/2006,FID VALUE,CONTRIBUTION,"163.54","2.054"
09/06/2006,FID SEL WIRELESS,CONTRIBUTION,"163.54","25.876"
09/06/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.250"
09/06/2006,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.888"
09/06/2006,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.518"
08/09/2006,FID VALUE,CONTRIBUTION,"163.54","2.136"
08/09/2006,FID SEL WIRELESS,CONTRIBUTION,"163.54","26.722"
08/09/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.338"
08/09/2006,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","3.008"
08/09/2006,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.606"
07/12/2006,FID VALUE,CONTRIBUTION,"163.54","2.116"
07/12/2006,FID SEL WIRELESS,CONTRIBUTION,"163.54","26.942"
07/12/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.344"
07/12/2006,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","3.024"
07/12/2006,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.702"
06/07/2006,FID VALUE,CONTRIBUTION,"160.34","2.056"
06/07/2006,FID SEL WIRELESS,CONTRIBUTION,"160.34","24.976"
06/07/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.312"
06/07/2006,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.056"
06/07/2006,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.658"
05/10/2006,FID VALUE,CONTRIBUTION,"160.34","1.930"
05/10/2006,FID SEL WIRELESS,CONTRIBUTION,"160.34","22.808"
05/10/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.324"
05/10/2006,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","2.948"
05/10/2006,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.150"
04/12/2006,FID VALUE,CONTRIBUTION,"160.34","2.002"
04/12/2006,FID SEL WIRELESS,CONTRIBUTION,"160.34","22.938"
04/12/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","3.140"
04/12/2006,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.078"
04/12/2006,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.490"
04/07/2006,FID SEL WIRELESS,Dividends and Interest,"239.28","33.654"
04/07/2006,FID SEL MEDICAL DEL,Dividends and Interest,"102.16","1.941"
04/07/2006,FID SEL CONS STAPLES,Dividends and Interest,"42.06","0.798"
03/08/2006,FID VALUE,CONTRIBUTION,"160.34","2.034"
03/08/2006,FID SEL WIRELESS,CONTRIBUTION,"160.34","22.116"
03/08/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","2.916"
03/08/2006,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.074"
03/08/2006,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.754"
02/08/2006,FID VALUE,CONTRIBUTION,"160.34","2.040"
02/08/2006,FID SEL WIRELESS,CONTRIBUTION,"160.34","22.208"
02/08/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","2.988"
02/08/2006,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.110"
02/08/2006,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.712"
01/12/2006,FID VALUE,CONTRIBUTION,"1,708.00","21.681"
01/12/2006,FID SEL WIRELESS,CONTRIBUTION,"1,708.00","239.888"
01/12/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"1,708.00","30.903"
01/12/2006,FID SEL CONS STAPLES,CONTRIBUTION,"1,708.00","33.217"
01/12/2006,FID DIVERSIFD INTL,CONTRIBUTION,"1,708.00","50.147"
01/11/2006,FID VALUE,CONTRIBUTION,"160.34","2.024"
01/11/2006,FID SEL WIRELESS,CONTRIBUTION,"160.34","22.300"
01/11/2006,FID SEL MEDICAL DEL,CONTRIBUTION,"160.32","2.912"
01/11/2006,FID SEL CONS STAPLES,CONTRIBUTION,"160.34","3.110"
01/11/2006,FID DIVERSIFD INTL,CONTRIBUTION,"160.32","4.692"
12/19/2007,FID VALUE,CONTRIBUTION,"544.00","7.336"
12/19/2007,FID SEL WIRELESS,CONTRIBUTION,"544.00","65.700"
12/19/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"544.00","10.542"
12/19/2007,FID SEL CONS STAPLES,CONTRIBUTION,"544.00","8.242"
12/19/2007,FID DIVERSIFD INTL,CONTRIBUTION,"544.00","14.090"
12/14/2007,FID SEL MEDICAL DEL,Dividends and Interest,"606.11","11.728"
12/14/2007,FID SEL CONS STAPLES,Dividends and Interest,"409.16","6.151"
12/12/2007,FID VALUE,CONTRIBUTION,"172.66","2.258"
12/12/2007,FID SEL WIRELESS,CONTRIBUTION,"172.66","19.778"
12/12/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.124"
12/12/2007,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.480"
12/12/2007,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.232"
12/07/2007,FID VALUE,Dividends and Interest,"983.66","12.635"
12/07/2007,FID SEL WIRELESS,Dividends and Interest,"411.24","46.311"
12/07/2007,FID DIVERSIFD INTL,Dividends and Interest,"884.19","21.672"
11/07/2007,FID VALUE,CONTRIBUTION,"172.66","2.030"
11/07/2007,FID SEL WIRELESS,CONTRIBUTION,"172.66","17.910"
11/07/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.280"
11/07/2007,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.572"
11/07/2007,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","3.906"
10/10/2007,FID VALUE,CONTRIBUTION,"172.66","1.898"
10/10/2007,FID SEL WIRELESS,CONTRIBUTION,"172.66","17.336"
10/10/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.246"
10/10/2007,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.588"
10/10/2007,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","3.916"
09/12/2007,FID VALUE,CONTRIBUTION,"172.66","2.020"
09/12/2007,FID SEL WIRELESS,CONTRIBUTION,"172.66","19.466"
09/12/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.418"
09/12/2007,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.714"
09/12/2007,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.288"
08/08/2007,FID VALUE,CONTRIBUTION,"172.66","1.984"
08/08/2007,FID SEL WIRELESS,CONTRIBUTION,"172.66","19.666"
08/08/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.404"
08/08/2007,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.726"
08/08/2007,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.198"
07/11/2007,FID VALUE,CONTRIBUTION,"172.66","1.906"
07/11/2007,FID SEL WIRELESS,CONTRIBUTION,"172.66","19.554"
07/11/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.296"
07/11/2007,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.778"
07/11/2007,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.116"
06/06/2007,FID VALUE,CONTRIBUTION,"163.54","1.808"
06/06/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","19.896"
06/06/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.052"
06/06/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.646"
06/06/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.010"
05/09/2007,FID VALUE,CONTRIBUTION,"163.54","1.812"
05/09/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","20.886"
05/09/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.112"
05/09/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.656"
05/09/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.032"
04/13/2007,FID SEL MEDICAL DEL,Dividends and Interest,"226.94","4.378"
04/13/2007,FID SEL CONS STAPLES,Dividends and Interest,"121.14","2.010"
04/11/2007,FID VALUE,CONTRIBUTION,"163.54","1.908"
04/11/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","22.312"
04/11/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.104"
04/11/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.696"
04/11/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.194"
03/07/2007,FID VALUE,CONTRIBUTION,"163.54","1.976"
03/07/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","23.464"
03/07/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.228"
03/07/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.836"
03/07/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.470"
02/07/2007,FID VALUE,CONTRIBUTION,"163.54","1.932"
02/07/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","22.496"
02/07/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.234"
02/07/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.770"
02/07/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.322"
01/11/2007,FID VALUE,CONTRIBUTION,"2,360.75","29.080"
01/11/2007,FID SEL WIRELESS,CONTRIBUTION,"2,360.75","332.500"
01/11/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"2,360.75","48.238"
01/11/2007,FID SEL CONS STAPLES,CONTRIBUTION,"2,360.75","40.829"
01/11/2007,FID DIVERSIFD INTL,CONTRIBUTION,"2,360.75","64.945"
01/10/2007,FID VALUE,CONTRIBUTION,"163.54","2.030"
01/10/2007,FID SEL WIRELESS,CONTRIBUTION,"163.54","23.264"
01/10/2007,FID SEL MEDICAL DEL,CONTRIBUTION,"163.54","3.400"
01/10/2007,FID SEL CONS STAPLES,CONTRIBUTION,"163.54","2.846"
01/10/2007,FID DIVERSIFD INTL,CONTRIBUTION,"163.54","4.540"
12/24/2008,FID VALUE K,CONTRIBUTION,"416.00","11.090"
12/24/2008,FID SEL WIRELESS,CONTRIBUTION,"416.00","102.716"
12/24/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"416.00","14.730"
12/24/2008,FID SEL CONS STAPLES,CONTRIBUTION,"416.00","8.398"
12/24/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"416.00","20.382"
12/12/2008,FID SEL CONS STAPLES,Dividends and Interest,"185.38","3.832"
12/10/2008,FID VALUE K,CONTRIBUTION,"193.50","5.012"
12/10/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","44.688"
12/10/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","7.308"
12/10/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.918"
12/10/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","9.612"
12/05/2008,FID SEL WIRELESS,Dividends and Interest,"133.00","32.678"
12/05/2008,FID DIVERSIFD INTL K,Dividends and Interest,"166.79","8.783"
12/03/2008,FID VALUE K,Dividends and Interest,"56.55","1.537"
11/12/2008,FID VALUE K,CONTRIBUTION,"193.50","5.296"
11/12/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","50.390"
11/12/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","7.338"
11/12/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","4.052"
11/12/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","9.798"
10/08/2008,FID VALUE K,CONTRIBUTION,"193.50","4.092"
10/08/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","40.146"
10/08/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","6.356"
10/08/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.654"
10/08/2008,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","8.116"
09/12/2008,FID VALUE K,Exchanges,"13,957.57","213.255"
09/12/2008,FID VALUE,Exchanges,"-13,957.57","-213.386"
09/12/2008,FID VALUE,Change in Market Value,"-2,269.61","0.000"
09/12/2008,FID DIVERSIFD INTL K,Exchanges,"13,905.24","447.978"
09/12/2008,FID DIVERSIFD INTL,Exchanges,"-13,905.24","-448.267"
09/12/2008,FID DIVERSIFD INTL,Change in Market Value,"-2,191.84","0.000"
09/10/2008,FID VALUE,CONTRIBUTION,"193.50","3.004"
09/10/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","30.094"
09/10/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","4.824"
09/10/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.114"
09/10/2008,FID DIVERSIFD INTL,CONTRIBUTION,"193.50","6.352"
08/06/2008,FID VALUE,CONTRIBUTION,"193.50","2.884"
08/06/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","27.176"
08/06/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","4.714"
08/06/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.076"
08/06/2008,FID DIVERSIFD INTL,CONTRIBUTION,"193.50","5.632"
07/09/2008,FID VALUE,CONTRIBUTION,"193.50","3.032"
07/09/2008,FID SEL WIRELESS,CONTRIBUTION,"193.50","28.084"
07/09/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","5.206"
07/09/2008,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.224"
07/09/2008,FID DIVERSIFD INTL,CONTRIBUTION,"193.50","5.594"
06/11/2008,FID VALUE,CONTRIBUTION,"173.16","2.482"
06/11/2008,FID SEL WIRELESS,CONTRIBUTION,"173.16","23.818"
06/11/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"173.16","4.270"
06/11/2008,FID SEL CONS STAPLES,CONTRIBUTION,"173.18","2.714"
06/11/2008,FID DIVERSIFD INTL,CONTRIBUTION,"173.16","4.686"
05/07/2008,FID VALUE,CONTRIBUTION,"172.66","2.376"
05/07/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","23.022"
05/07/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","4.202"
05/07/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.686"
05/07/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.516"
04/11/2008,FID SEL MEDICAL DEL,Dividends and Interest,"112.75","2.901"
04/11/2008,FID SEL CONS STAPLES,Dividends and Interest,"8.66","0.133"
04/09/2008,FID VALUE,CONTRIBUTION,"172.66","2.470"
04/09/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","24.318"
04/09/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","4.330"
04/09/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.648"
04/09/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.630"
03/12/2008,FID VALUE,CONTRIBUTION,"172.66","2.574"
03/12/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","25.170"
03/12/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","4.322"
03/12/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.720"
03/12/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.792"
02/06/2008,FID VALUE,CONTRIBUTION,"172.66","2.502"
02/06/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","23.816"
02/06/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.630"
02/06/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.800"
02/06/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.946"
01/17/2008,FID VALUE,CONTRIBUTION,"2,561.25","38.772"
01/17/2008,FID SEL WIRELESS,CONTRIBUTION,"2,561.25","348.944"
01/17/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"2,561.25","49.898"
01/17/2008,FID SEL CONS STAPLES,CONTRIBUTION,"2,561.24","40.843"
01/17/2008,FID DIVERSIFD INTL,CONTRIBUTION,"2,561.25","71.784"
01/09/2008,FID VALUE,CONTRIBUTION,"172.66","2.478"
01/09/2008,FID SEL WIRELESS,CONTRIBUTION,"172.66","21.800"
01/09/2008,FID SEL MEDICAL DEL,CONTRIBUTION,"172.68","3.278"
01/09/2008,FID SEL CONS STAPLES,CONTRIBUTION,"172.66","2.604"
01/09/2008,FID DIVERSIFD INTL,CONTRIBUTION,"172.68","4.488"
12/30/2009,FID VALUE K,Dividends and Interest,"1.89","0.033"
12/23/2009,FID VALUE K,CONTRIBUTION,"628.60","10.900"
12/23/2009,FID SEL WIRELESS,CONTRIBUTION,"628.60","93.682"
12/23/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"628.60","14.296"
12/23/2009,FID SEL CONS STAPLES,CONTRIBUTION,"628.60","10.304"
12/23/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"628.60","22.596"
12/11/2009,FID SEL CONS STAPLES,Dividends and Interest,"326.28","5.331"
12/09/2009,FID VALUE K,CONTRIBUTION,"270.90","4.932"
12/09/2009,FID SEL WIRELESS,CONTRIBUTION,"270.90","41.296"
12/09/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"270.90","6.584"
12/09/2009,FID SEL CONS STAPLES,CONTRIBUTION,"270.90","4.414"
12/09/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"270.90","9.848"
12/04/2009,FID VALUE K,Dividends and Interest,"213.14","3.838"
12/04/2009,FID SEL WIRELESS,Dividends and Interest,"203.75","31.202"
12/04/2009,FID DIVERSIFD INTL K,Dividends and Interest,"297.34","10.551"
11/10/2009,FID VALUE K,CONTRIBUTION,"193.50","3.492"
11/10/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","29.954"
11/10/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","4.744"
11/10/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.146"
11/10/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","6.838"
10/07/2009,FID VALUE K,CONTRIBUTION,"193.50","3.522"
10/07/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","29.954"
10/07/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","5.098"
10/07/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.234"
10/07/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","7.044"
09/09/2009,FID VALUE K,CONTRIBUTION,"193.50","3.602"
09/09/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","30.568"
09/09/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","5.064"
09/09/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.340"
09/09/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","7.196"
08/12/2009,FID VALUE K,CONTRIBUTION,"193.50","3.750"
08/12/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","31.774"
08/12/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","5.330"
08/12/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.466"
08/12/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","7.576"
07/08/2009,FID VALUE K,CONTRIBUTION,"193.50","4.766"
07/08/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","33.478"
07/08/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","5.916"
07/08/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.686"
07/08/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","8.670"
06/10/2009,FID VALUE K,CONTRIBUTION,"193.50","4.234"
06/10/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","31.566"
06/10/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","6.088"
06/10/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.690"
06/10/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","8.082"
05/06/2009,FID VALUE K,CONTRIBUTION,"193.50","4.292"
05/06/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","32.090"
05/06/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","6.248"
05/06/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","3.936"
05/06/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","8.658"
04/17/2009,FID SEL CONS STAPLES,Dividends and Interest,"13.48","0.282"
04/08/2009,FID VALUE K,CONTRIBUTION,"193.50","5.352"
04/08/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","36.998"
04/08/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","7.146"
04/08/2009,FID SEL CONS STAPLES,CONTRIBUTION,"193.50","4.122"
04/08/2009,FID DIVERSIFD INTL K,CONTRIBUTION,"193.50","9.802"
03/11/2009,FID VALUE K,CONTRIBUTION,"193.50","6.400"
03/11/2009,FID SEL WIRELESS,CONTRIBUTION,"193.50","41.702"
03/11/2009,FID SEL MEDICAL DEL,CONTRIBUTION,"193.50","8.214"
