Date,Open,High,Low,Close,Adj Close,Volume
2018-08-06,52.099998,52.099998,52.099998,52.099998,50.464134,0
2018-08-07,52.029999,52.029999,52.029999,52.029999,50.396332,0
2018-08-08,52.200001,52.200001,52.200001,52.200001,50.560997,0
2018-08-09,52.310001,52.310001,52.310001,52.310001,50.667545,0
2018-08-10,52.099998,52.099998,52.099998,52.099998,50.464134,0
2018-08-13,51.860001,51.860001,51.860001,51.860001,50.231674,0
2018-08-14,52.270000,52.270000,52.270000,52.270000,50.628799,0
2018-08-15,52.119999,52.119999,52.119999,52.119999,50.483509,0
2018-08-16,52.340000,52.340000,52.340000,52.340000,50.696602,0
2018-08-17,52.490002,52.490002,52.490002,52.490002,50.841892,0
2018-08-20,52.520000,52.520000,52.520000,52.520000,50.870949,0
2018-08-21,52.799999,52.799999,52.799999,52.799999,51.142159,0
2018-08-22,53.240002,53.240002,53.240002,53.240002,51.568344,0
2018-08-23,53.330002,53.330002,53.330002,53.330002,51.655518,0
2018-08-24,53.689999,53.689999,53.689999,53.689999,52.004211,0
2018-08-27,54.049999,54.049999,54.049999,54.049999,52.352909,0
2018-08-28,54.240002,54.240002,54.240002,54.240002,52.536945,0
2018-08-29,54.720001,54.720001,54.720001,54.720001,53.001873,0
2018-08-30,54.740002,54.740002,54.740002,54.740002,53.021244,0
2018-08-31,54.919998,54.919998,54.919998,54.919998,53.195591,0
2018-09-04,54.889999,54.889999,54.889999,54.889999,53.166534,0
2018-09-05,54.310001,54.310001,54.310001,54.310001,52.604748,0
2018-09-06,54.549999,54.549999,54.549999,54.549999,52.837208,0
2018-09-07,54.410000,54.410000,54.410000,54.410000,52.701607,0
2018-09-10,54.480000,54.480000,54.480000,54.480000,52.769409,0
2018-09-11,54.869999,54.869999,54.869999,54.869999,53.147160,0
2018-09-12,55.230000,55.230000,55.230000,55.230000,53.495857,0
2018-09-13,55.820000,55.820000,55.820000,55.820000,54.067333,0
2018-09-14,55.810001,55.810001,55.810001,55.810001,54.057648,0
2018-09-17,55.110001,55.110001,55.110001,55.110001,53.379627,0
2018-09-18,55.610001,55.610001,55.610001,55.610001,53.863930,0
2018-09-19,55.500000,55.500000,55.500000,55.500000,53.757381,0
2018-09-20,55.770000,55.770000,55.770000,55.770000,54.018906,0
2018-09-21,55.779999,55.779999,55.779999,55.779999,54.028587,0
2018-09-24,56.180000,56.180000,56.180000,56.180000,54.416031,0
2018-09-25,56.439999,56.439999,56.439999,56.439999,54.667866,0
2018-09-26,56.389999,56.389999,56.389999,56.389999,54.619434,0
2018-09-27,56.299999,56.299999,56.299999,56.299999,54.532261,0
2018-09-28,56.660000,56.660000,56.660000,56.660000,54.880959,0
2018-10-01,56.790001,56.790001,56.790001,56.790001,55.006878,0
2018-10-02,56.320000,56.320000,56.320000,56.320000,54.551636,0
2018-10-03,55.740002,55.740002,55.740002,55.740002,53.989849,0
2018-10-04,54.740002,54.740002,54.740002,54.740002,53.021244,0
2018-10-05,54.599998,54.599998,54.599998,54.599998,52.885639,0
2018-10-08,53.860001,53.860001,53.860001,53.860001,52.168877,0
2018-10-09,53.790001,53.790001,53.790001,53.790001,52.101074,0
2018-10-10,52.130001,52.130001,52.130001,52.130001,50.493195,0
2018-10-11,51.480000,51.480000,51.480000,51.480000,49.863602,0
2018-10-12,52.529999,52.529999,52.529999,52.529999,50.880634,0
2018-10-15,52.040001,52.040001,52.040001,52.040001,50.406021,0
2018-10-16,53.770000,53.770000,53.770000,53.770000,52.081699,0
2018-10-17,53.830002,53.830002,53.830002,53.830002,52.139820,0
2018-10-18,52.869999,52.869999,52.869999,52.869999,51.209957,0
2018-10-19,51.950001,51.950001,51.950001,51.950001,50.318848,0
2018-10-22,51.759998,51.759998,51.759998,51.759998,50.134811,0
2018-10-23,51.340000,51.340000,51.340000,51.340000,49.728001,0
2018-10-24,50.070000,50.070000,50.070000,50.070000,48.497875,0
2018-10-25,50.619999,50.619999,50.619999,50.619999,49.030605,0
2018-10-26,50.060001,50.060001,50.060001,50.060001,48.488190,0
2018-10-29,49.869999,49.869999,49.869999,49.869999,48.304153,0
2018-10-30,50.650002,50.650002,50.650002,50.650002,49.059666,0
2018-10-31,50.759998,50.759998,50.759998,50.759998,49.166210,0
2018-11-01,51.560001,51.560001,51.560001,51.560001,49.941093,0
2018-11-02,51.490002,51.490002,51.490002,51.490002,49.873291,0
2018-11-05,51.340000,51.340000,51.340000,51.340000,49.728001,0
2018-11-06,51.880001,51.880001,51.880001,51.880001,50.251045,0
2018-11-07,53.209999,53.209999,53.209999,53.209999,51.539284,0
2018-11-08,53.549999,53.549999,53.549999,53.549999,51.868607,0
2018-11-09,53.000000,53.000000,53.000000,53.000000,51.335876,0
2018-11-12,51.349998,51.349998,51.349998,51.349998,49.737682,0
