Date,Adj Close
2005-04-01,9.070041999999999
2005-04-04,9.062838000000001
2005-04-05,9.120469
2005-04-06,9.127674
2005-04-07,9.134878
2005-04-08,9.178103
2005-04-11,9.127674
2005-04-12,9.113267
2005-04-13,8.990796000000001
2005-04-14,8.861121
2005-04-15,8.702628
2005-04-18,8.522524
2005-04-19,8.717037
2005-04-20,8.623383
2005-04-21,8.789078
2005-04-22,8.738649
2005-04-25,8.882732
2005-04-26,8.781874
2005-04-27,8.853916
2005-04-28,8.767467
2005-04-29,8.961979
2005-05-02,8.98359
2005-05-03,8.997997
2005-05-04,9.120469
2005-05-05,9.113267
2005-05-06,9.077244
2005-05-09,9.091654
2005-05-10,8.954775
2005-05-11,8.997997
2005-05-12,8.8251
2005-05-13,8.760261999999999
2005-05-16,8.731446
2005-05-17,8.637791
2005-05-18,8.717037
2005-05-19,8.709835
2005-05-20,8.681016
2005-05-23,8.781874
2005-05-24,8.767467
2005-05-25,8.659405
2005-05-26,8.673812
2005-05-27,8.702628
2005-05-31,8.731446
2005-06-01,8.796284
2005-06-02,8.861121
2005-06-03,8.868326
2005-06-06,8.990796000000001
2005-06-07,8.961979
2005-06-08,8.940365
2005-06-09,8.904346
2005-06-10,8.8251
2005-06-13,8.738649
2005-06-14,8.767467
2005-06-15,8.796284
2005-06-16,8.882732
2005-06-17,8.940365
2005-06-20,8.904346
2005-06-21,8.976386999999999
2005-06-22,8.933162
2005-06-23,8.853916
2005-06-24,8.853916
2005-06-27,8.810691
2005-06-28,8.91155
2005-06-29,8.868326
2005-06-30,8.839511
2005-07-01,8.796284
2005-07-05,8.846711
2005-07-06,8.796284
2005-07-07,8.745853
2005-07-08,8.875527
2005-07-11,8.868326
2005-07-12,8.925958
2005-07-13,8.810691
2005-07-14,8.817894
2005-07-15,8.810691
2005-07-18,8.832303999999999
2005-07-19,8.8251
2005-07-20,8.796284
2005-07-21,8.98359
2005-07-22,8.846711
2005-07-25,8.839511
2005-07-26,8.767467
2005-07-27,8.853916
2005-07-28,8.961979
2005-07-29,8.933162
2005-08-01,9.005202
2005-08-02,9.106062
2005-08-03,9.106062
2005-08-04,9.019613
2005-08-05,8.853916
2005-08-08,8.868326
2005-08-09,9.077244
2005-08-10,9.264553
2005-08-11,9.595945
2005-08-12,9.603149
2005-08-15,9.747232
2005-08-16,9.617558
2005-08-17,9.682396
2005-08-18,9.610353
2005-08-19,9.595945
2005-08-22,9.912929
2005-08-23,9.833683
2005-08-24,9.732826
2005-08-25,9.761642
2005-08-26,9.783254
2005-08-29,9.768844999999999
2005-08-30,9.725617999999999
2005-08-31,9.84809
2005-09-01,9.905725
2005-09-02,10.006581
2005-09-06,10.07142
2005-09-07,9.927339
2005-09-08,9.840888
2005-09-09,10.129052
2005-09-12,10.143461
2005-09-13,10.179483
2005-09-14,10.179483
2005-09-15,10.316362
2005-09-16,10.402811
2005-09-19,10.265931
2005-09-20,10.424425
2005-09-21,10.482059
2005-09-22,10.453242
2005-09-23,10.446036
2005-09-26,10.64055
2005-09-27,10.489262
2005-09-28,10.698182000000001
2005-09-29,10.993552000000001
2005-09-30,10.842265
2005-10-03,10.755816000000001
2005-10-04,10.726997
2005-10-05,10.482059
2005-10-06,10.215502
2005-10-07,10.366789
2005-10-10,10.33077
2005-10-11,10.575712
2005-10-12,10.546897
2005-10-13,10.633347
2005-10-14,10.67657
2005-10-17,10.460444
2005-10-18,10.323564999999999
2005-10-19,10.388402000000001
2005-10-20,10.193891
2005-10-21,10.265931
2005-10-24,10.345178
2005-10-25,10.373996
2005-10-26,10.417219000000001
2005-10-27,10.482059
2005-10-28,10.654958
2005-10-31,10.799042
2005-11-01,10.935921
2005-11-02,10.993552000000001
2005-11-03,11.036777
2005-11-04,11.043983
2005-11-07,11.101616
2005-11-08,11.166452
2005-11-09,11.051188
2005-11-10,10.957531
2005-11-11,11.065596000000001
2005-11-14,10.892694
2005-11-15,10.856672999999999
2005-11-16,10.935921
2005-11-17,11.281719
2005-11-18,11.346559
2005-11-21,11.44021
2005-11-22,11.4186
2005-11-23,11.512252
2005-11-25,11.396988
2005-11-28,11.476233
2005-11-29,11.548275
2005-11-30,11.526662
2005-12-01,11.749991
2005-12-02,11.807729
2005-12-05,12.06034
2005-12-06,12.132514
2005-12-07,12.06034
2005-12-08,11.843815
2005-12-09,12.175818
2005-12-12,12.471734
2005-12-13,12.543907
2005-12-14,12.558345
2005-12-15,12.42843
2005-12-16,12.48617
2005-12-19,12.594430000000001
2005-12-20,12.702691999999999
2005-12-21,12.868691
2005-12-22,12.904779
2005-12-23,12.955303
2005-12-27,12.861477
2005-12-28,13.034694
2005-12-29,13.243998999999999
2005-12-30,13.157391
2006-01-03,13.489393
2006-01-04,13.763654999999998
2006-01-05,13.705915
2006-01-06,13.835829
2006-01-09,13.857482000000001
2006-01-10,13.633739000000002
2006-01-11,13.720351999999998
2006-01-12,13.727568
2006-01-13,13.792523999999998
2006-01-17,13.200695999999999
2006-01-18,12.579995
