Date,Open,High,Low,Close,Adj Close,Volume
2018-08-06,18.040001,18.040001,18.040001,18.040001,18.040001,0
2018-08-07,17.830000,17.830000,17.830000,17.830000,17.830000,0
2018-08-08,17.830000,17.830000,17.830000,17.830000,17.830000,0
2018-08-09,17.780001,17.780001,17.780001,17.780001,17.780001,0
2018-08-10,17.670000,17.670000,17.670000,17.670000,17.670000,0
2018-08-13,17.200001,17.200001,17.200001,17.200001,17.200001,0
2018-08-14,17.000000,17.000000,17.000000,17.000000,17.000000,0
2018-08-15,16.059999,16.059999,16.059999,16.059999,16.059999,0
2018-08-16,15.770000,15.770000,15.770000,15.770000,15.770000,0
2018-08-17,16.120001,16.120001,16.120001,16.120001,16.120001,0
2018-08-20,16.280001,16.280001,16.280001,16.280001,16.280001,0
2018-08-21,16.340000,16.340000,16.340000,16.340000,16.340000,0
2018-08-22,16.480000,16.480000,16.480000,16.480000,16.480000,0
2018-08-23,16.010000,16.010000,16.010000,16.010000,16.010000,0
2018-08-24,16.520000,16.520000,16.520000,16.520000,16.520000,0
2018-08-27,16.790001,16.790001,16.790001,16.790001,16.790001,0
2018-08-28,16.500000,16.500000,16.500000,16.500000,16.500000,0
2018-08-29,16.510000,16.510000,16.510000,16.510000,16.510000,0
2018-08-30,16.260000,16.260000,16.260000,16.260000,16.260000,0
2018-08-31,16.170000,16.170000,16.170000,16.170000,16.170000,0
2018-09-04,15.680000,15.680000,15.680000,15.680000,15.680000,0
2018-09-05,15.490000,15.490000,15.490000,15.490000,15.490000,0
2018-09-06,15.540000,15.540000,15.540000,15.540000,15.540000,0
2018-09-07,15.570000,15.570000,15.570000,15.570000,15.570000,0
2018-09-10,15.390000,15.390000,15.390000,15.390000,15.390000,0
2018-09-11,15.360000,15.360000,15.360000,15.360000,15.360000,0
2018-09-12,15.820000,15.820000,15.820000,15.820000,15.820000,0
2018-09-13,15.750000,15.750000,15.750000,15.750000,15.750000,0
2018-09-14,15.660000,15.660000,15.660000,15.660000,15.660000,0
2018-09-17,15.950000,15.950000,15.950000,15.950000,15.950000,0
2018-09-18,16.010000,16.010000,16.010000,16.010000,16.010000,0
2018-09-19,16.330000,16.330000,16.330000,16.330000,16.330000,0
2018-09-20,16.450001,16.450001,16.450001,16.450001,16.450001,0
2018-09-21,16.209999,16.209999,16.209999,16.209999,16.209999,0
2018-09-24,16.320000,16.320000,16.320000,16.320000,16.320000,0
2018-09-25,16.400000,16.400000,16.400000,16.400000,16.400000,0
2018-09-26,16.059999,16.059999,16.059999,16.059999,16.059999,0
2018-09-27,15.920000,15.920000,15.920000,15.920000,15.920000,0
2018-09-28,16.090000,16.090000,16.090000,16.090000,16.090000,0
2018-10-01,16.150000,16.150000,16.150000,16.150000,16.150000,0
2018-10-02,16.620001,16.620001,16.620001,16.620001,16.620001,0
2018-10-03,16.420000,16.420000,16.420000,16.420000,16.420000,0
2018-10-04,16.410000,16.410000,16.410000,16.410000,16.410000,0
2018-10-05,16.370001,16.370001,16.370001,16.370001,16.370001,0
2018-10-08,16.400000,16.400000,16.400000,16.400000,16.400000,0
2018-10-09,16.110001,16.110001,16.110001,16.110001,16.110001,0
2018-10-10,16.250000,16.250000,16.250000,16.250000,16.250000,0
2018-10-11,17.330000,17.330000,17.330000,17.330000,17.330000,0
2018-10-12,17.250000,17.250000,17.250000,17.250000,17.250000,0
2018-10-15,17.459999,17.459999,17.459999,17.459999,17.459999,0
2018-10-16,17.480000,17.480000,17.480000,17.480000,17.480000,0
2018-10-17,17.370001,17.370001,17.370001,17.370001,17.370001,0
2018-10-18,17.420000,17.420000,17.420000,17.420000,17.420000,0
2018-10-19,17.440001,17.440001,17.440001,17.440001,17.440001,0
2018-10-22,17.290001,17.290001,17.290001,17.290001,17.290001,0
2018-10-23,17.530001,17.530001,17.530001,17.530001,17.530001,0
2018-10-24,17.280001,17.280001,17.280001,17.280001,17.280001,0
2018-10-25,16.530001,16.530001,16.530001,16.530001,16.530001,0
2018-10-26,16.670000,16.670000,16.670000,16.670000,16.670000,0
2018-10-29,16.540001,16.540001,16.540001,16.540001,16.540001,0
2018-10-30,16.540001,16.540001,16.540001,16.540001,16.540001,0
2018-10-31,16.290001,16.290001,16.290001,16.290001,16.290001,0
2018-11-01,16.920000,16.920000,16.920000,16.920000,16.920000,0
2018-11-02,16.900000,16.900000,16.900000,16.900000,16.900000,0
2018-11-05,16.860001,16.860001,16.860001,16.860001,16.860001,0
2018-11-06,16.770000,16.770000,16.770000,16.770000,16.770000,0
2018-11-07,16.680000,16.680000,16.680000,16.680000,16.680000,0
2018-11-08,16.629999,16.629999,16.629999,16.629999,16.629999,0
2018-11-09,16.389999,16.389999,16.389999,16.389999,16.389999,0
2018-11-12,16.030001,16.030001,16.030001,16.030001,16.030001,0
2018-11-13,15.840000,15.840000,15.840000,15.840000,15.840000,0
2018-11-14,16.190001,16.190001,16.190001,16.190001,16.190001,0
2018-11-15,16.400000,16.400000,16.400000,16.400000,16.400000,0
2018-11-16,16.670000,16.670000,16.670000,16.670000,16.670000,0
2018-11-19,16.650000,16.650000,16.650000,16.650000,16.650000,0
2018-11-20,16.570000,16.570000,16.570000,16.570000,16.570000,0
2018-11-21,16.969999,16.969999,16.969999,16.969999,16.969999,0
